
''	0	0	1181
'a	0	0	1233
'b	0	0	1157
bq	0	0	1201
'c	0	0	1177
'd	0	0	1207
'e	0	0	1213
'f	0	0	1230
fk	0	0	1224
'g	0	0	1128
gx	0	0	1186
'h	0	0	1173
hx	0	0	1165
'i	0	0	1099
'j	0	0	1193
jq	0	0	1193
jx	0	0	1073
jz	0	0	1225
'k	0	0	1209
kx	0	0	1184
kz	0	0	1158
'l	0	0	1231
lk	0	0	1318
lq	0	0	1096
'm	0	0	1206
mq	0	0	1196
'n	0	0	1168
'o	0	0	1184
'p	0	0	1192
'q	0	0	1199
qg	0	0	1153
qj	0	0	1147
qx	0	0	1127
qz	0	0	1233
'r	0	0	1131
rz	0	0	1172
's	0	0	1116
't	0	0	1178
'u	0	0	1247
uo	0	0	1447
uq	0	0	1118
'v	0	0	1181
vk	0	0	1219
vq	0	0	1155
vz	0	0	1061
'w	0	0	1221
wq	0	0	1176
wx	0	0	1115
wz	0	0	1186
'x	0	0	1207
xg	0	0	1134
xj	0	0	1135
xk	0	0	1194
xz	0	0	1246
'y	0	0	1167
yj	0	0	1203
yk	0	0	1200
yx	0	0	1159
yz	0	0	1219
'z	0	0	1175
zc	0	0	1156
zf	0	0	1107
zj	0	0	1119
zq	0	0	1198
zv	0	0	1172
zx	0	0	1211
gq	0,08787346221441124700	1	1136
ck	0,30934213239843266600	15	4833
v'	0,31695721077654516600	4	1257
hk	0,34423407917383820900	4	1157
gv	0,34453057708871662300	4	1156
yy	0,35429583702391496800	4	1124
rk	0,38338658146964856200	6	1558
wj	0,40128410914927768800	5	1240
kq	0,41701417848206839000	5	1193
px	0,45578851412944393800	5	1091
qc	0,46641791044776119400	5	1066
nx	0,50804403048264182800	6	1174
qf	0,58972198820556023500	7	1179
p'	0,60687795010114632500	9	1473
fx	0,61782877316857899300	7	1125
qh	0,67567567567567567500	8	1175
c'	0,71382219338092147900	11	1529
xq	0,73260073260073260000	8	1083
tq	0,78802206461780929800	10	1258
fq	0,80840743734842360500	10	1226
zd	0,82440230832646331400	10	1202
gg	0,82964601769911504400	15	1792
zp	0,84388185654008438800	10	1174
cq	0,86139389193422083000	11	1265
zg	0,86206896551724137900	10	1149
r'	0,86673889490790899200	16	1829
jj	0,88809946714031971500	10	1115
s'	0,90796533223276929400	22	2400
nq	0,90834021469859620100	11	1199
q'	0,91743119266055045800	11	1187
k'	0,94696969696969696900	15	1568
jv	0,95902353966870095900	11	1135
a'	0,99478919943154902800	21	2089
nz	1,02685624012638230600	13	1252
fv	1,03716508210890233300	12	1144
cx	1,06007067137809187200	12	1119
e'	1,08813928182807399300	20	1817
qq	1,10356536502546689300	13	1164
qp	1,11111111111111111100	12	1067
vb	1,11587982832618025700	13	1151
cj	1,11779879621668099700	13	1149
z'	1,13268608414239482200	14	1221
pq	1,18181818181818181800	13	1086
vj	1,19266055045871559600	13	1076
u'	1,21359223300970873700	15	1220
m'	1,22549019607843137200	25	2014
g'	1,22973728339854667400	22	1766
vw	1,23893805309734513200	14	1115
f'	1,29770992366412213700	17	1292
hq	1,33451957295373665400	15	1108
zk	1,34168157423971377400	15	1102
bx	1,38169257340241796200	16	1141
rq	1,38288677614520311100	16	1140
xw	1,38288677614520311100	16	1140
fz	1,38648180242634315400	16	1137
xb	1,39458572600492206700	17	1201
qv	1,40350877192982456100	16	1123
x'	1,41078838174273858900	17	1187
pj	1,42630744849445324800	18	1243
vx	1,44435004248088360200	17	1159
h'	1,44451739986868023600	22	1500
qy	1,44665461121157323600	16	1089
qb	1,44680851063829787200	17	1157
jw	1,48148148148148148100	18	1196
pz	1,48148148148148148100	18	1196
rx	1,49911816578483245100	17	1116
w'	1,52394775036284470200	21	1356
bz	1,53583617747440273000	18	1153
yq	1,62601626016260162600	20	1209
xp	1,62999185004074979600	20	1206
zt	1,63532297628781684300	20	1202
zm	1,63934426229508196700	20	1199
b'	1,64547494390426327500	22	1314
wn	1,66589541878759833400	36	2124
ql	1,68491996630160067300	20	1166
jl	1,71232876712328767100	20	1147
yh	1,76767676767676767600	21	1166
jk	1,78571428571428571400	21	1154
xl	1,80102915951972555700	21	1144
gk	1,80412371134020618500	21	1142
dx	1,81069958847736625500	22	1192
y'	1,84135977337110481500	26	1385
lz	1,84210526315789473600	21	1118
xs	1,85341196293176074100	22	1164
vv	1,87296416938110749100	23	1204
jd	1,90476190476190476100	22	1132
hz	1,91666666666666666600	23	1176
xc	1,92813321647677475800	22	1118
t'	1,93236714975845410600	36	1826
wk	1,93861066235864297200	24	1213
sx	1,94862710363153232900	22	1106
qd	1,95758564437194127200	24	1201
wd	2,01944652206432311100	27	1309
gz	2,02190395956192080800	24	1162
tx	2,03359858532272325300	23	1107
nv	2,04678362573099415200	28	1339
qn	2,07667731629392971200	26	1225
xf	2,10260723296888141200	25	1163
hn	2,13869086195722618200	33	1509
xr	2,16486261448792672700	26	1174
wg	2,20228384991843393100	27	1198
jb	2,21311475409836065500	27	1192
xn	2,22617987533392698100	25	1097
jp	2,28873239436619718300	26	1109
wv	2,38095238095238095200	29	1188
rj	2,39273927392739273900	29	1182
rv	2,40384615384615384600	35	1420
jm	2,48344370860927152300	30	1177
kf	2,59541984732824427400	34	1275
yw	2,64244426094137076700	32	1178
qw	2,72798129384255650800	35	1247
jr	2,72952853598014888300	33	1175
dq	2,75862068965517241300	32	1127
hh	2,78716216216216216200	33	1150
n'	2,79094260136914165300	53	1845
uy	2,79667422524565381700	37	1285
qk	2,81690140845070422500	32	1103
xv	2,88379983036471586000	34	1144
nt	2,90068829891838741300	118	3949
jg	2,94372294372294372200	34	1120
jt	2,98245614035087719200	34	1105
rr	2,99572039942938659000	63	2039
zn	3,01507537688442211000	36	1157
vp	3,04826418289585097300	36	1144
hj	3,05944055944055944000	35	1108
j'	3,12249799839871897500	39	1209
zb	3,17195325542570951500	38	1159
zr	3,21180555555555555500	37	1114
mk	3,22580645161290322500	40	1199
qr	3,23404255319148936100	38	1136
ff	3,26906957250628667200	117	3461
yd	3,38436744560838033800	42	1198
vg	3,39685169842584921200	41	1165
xh	3,43137254901960784300	42	1181
xu	3,54051927616050354000	45	1225
lx	3,55665839536807278700	43	1165
kd	3,55987055016181229700	44	1191
tk	3,63482671174978867200	43	1139
xd	3,70370370370370370300	42	1091
nk	3,71352785145888594100	56	1451
qt	3,80566801619433198300	47	1187
uw	3,81742738589211618200	46	1158
mz	3,84307445956765412300	48	1200
tt	3,85078219013237063700	96	2396
dg	3,87346675274370561600	60	1488
zz	3,91752577319587628800	57	1397
mx	3,93912264995523724200	44	1072
fb	3,96694214876033057800	48	1161
pg	4,04984423676012461000	52	1231
wt	4,10447761194029850700	55	1284
yn	4,13165266106442577000	59	1368
nn	4,18060200668896321000	75	1718
ln	4,21303656597774244800	53	1204
tf	4,21428571428571428500	59	1340
wp	4,21875000000000000000	54	1225
wc	4,22984836392657621700	53	1199
qo	4,24710424710424710400	55	1239
kk	4,25867507886435331200	54	1213
qm	4,27493713327745180200	51	1141
rl	4,29159318048206937000	73	1627
ue	4,33892754809660253700	106	2336
nm	4,34782608695652173900	59	1297
oq	4,39560439560439560400	60	1304
js	4,40494590417310664600	57	1236
qs	4,42834138486312399300	55	1186
fg	4,54189506656225528500	58	1218
gf	4,54884414615958240100	61	1279
vh	4,55950540958268933500	59	1234
rm	4,58505272810637322300	100	2080
vn	4,58567980691874497100	57	1185
gs	4,66264399341744377300	85	1737
i'	4,68299711815561959600	65	1322
dk	4,70016207455429497500	58	1175
rg	4,70453241537578886900	82	1660
hv	4,76935105551211884200	61	1217
vf	4,86577181208053691200	58	1133
uj	4,90706319702602230400	66	1278
wl	4,93197278911564625800	87	1676
tv	4,94728304947283049400	61	1171
yc	4,98614958448753462600	72	1371
bb	5,02174772637406089300	127	2401
yl	5,07152145643693107900	78	1459
nf	5,17241379310344827500	81	1484
zl	5,17241379310344827500	69	1264
kp	5,18977536793183578600	67	1223
xt	5,19855595667870036100	72	1312
km	5,20446096654275092900	70	1274
zs	5,21813515825491873300	61	1107
bg	5,24193548387096774100	65	1174
jf	5,30179445350734094600	65	1160
yf	5,31045751633986928100	65	1158
hg	5,37221795855717574800	70	1232
ua	5,43967280163599182000	133	2311
mj	5,44323483670295489800	70	1215
yb	5,45596258768511301600	70	1212
hb	5,51415797317436661600	74	1267
nj	5,52922590837282780400	70	1195
lv	5,53359683794466403100	84	1433
ws	5,53385416666666666600	85	1450
fn	5,54687500000000000000	71	1208
xm	5,59815950920245398700	73	1230
kc	5,62737642585551330700	74	1240
ww	5,64024390243902439000	74	1237
fh	5,71216617210682492500	77	1270
lm	5,74394463667820069200	83	1361
pk	5,75321725965177895500	76	1244
wm	5,79505300353356890400	82	1332
yg	5,84551148225469728600	84	1352
tg	5,87774294670846394900	75	1200
nl	5,87808417997097242300	81	1296
yr	5,89535740604274134100	80	1276
pp	5,93265633351149118100	222	3519
hf	5,93984962406015037500	79	1250
hp	5,95144870790916209800	76	1200
wf	5,96226415094339622600	79	1245
nh	5,96904937361827560700	81	1275
kj	5,97362296353762606600	77	1211
lf	6,01719197707736389600	84	1311
lj	6,02115541090317331100	74	1154
pw	6,05397520058351568100	83	1287
kt	6,16641901931649331300	83	1262
nw	6,17193240264511388600	84	1276
rb	6,24315443592552026200	114	1711
xx	6,24472573839662447200	74	1110
kg	6,24523990860624523900	82	1230
bn	6,28233555062823355500	85	1267
