
fw	6,28881987577639751500	81	1206
jn	6,35400907715582450800	84	1237
pv	6,37610976594027441400	79	1159
qe	6,41025641025641025600	80	1167
vd	6,45418326693227091600	81	1173
hm	6,56682027649769585200	114	1621
gj	6,59898477157360406000	91	1287
bk	6,63934426229508196700	81	1138
bv	6,65622552858261550500	85	1191
ht	6,70620437956204379500	147	2044
rw	6,78082191780821917800	99	1360
iq	6,81992337164750957800	89	1215
uu	6,84615384615384615300	89	1210
mp	6,91852526172052799200	304	4089
rt	6,92194403534609720100	188	2527
nc	7,02160493827160493800	182	2409
ih	7,05962988348183687400	103	1355
rp	7,09382151029748283700	124	1623
ie	7,17574827321565617800	187	2418
bj	7,20961281708945260300	108	1389
kb	7,22300140252454417900	103	1322
ks	7,25041829336307863900	130	1662
ng	7,26744186046511627900	300	3827
lg	7,29872084273890142900	97	1231
rd	7,30804810360777058200	158	2003
yv	7,31354091238233164300	101	1279
vs	7,36288504883546205800	98	1232
mm	7,41777466759972008300	212	2645
iu	7,42414460942543576500	115	1433
vc	7,44595676541232986300	93	1155
cv	7,48792270531400966100	93	1148
rn	7,54810064134188455800	153	1873
tj	7,61762509335324869300	102	1236
mw	7,81010719754977029000	102	1203
fj	7,82163742690058479500	107	1260
wb	7,86593707250341997200	115	1346
jh	7,88141720896601590700	109	1273
lr	7,91476407914764079100	104	1209
pb	7,96019900497512437800	112	1294
ss	7,97656602073005858400	354	4083
hl	8,13715455475946775800	159	1794
xo	8,14035087719298245600	116	1308
tn	8,20584144645340751000	118	1319
jc	8,29015544041450777200	112	1238
nd	8,32137733142037302700	232	2555
dl	8,32610581092801387600	192	2113
lb	8,32764505119453924900	122	1342
nr	8,39694656488549618300	121	1319
ld	8,41288782816229116900	141	1534
fm	8,51581508515815085100	105	1127
cg	8,52272727272727272700	105	1126
ls	8,59872611464968152800	135	1434
iy	8,60377358490566037700	114	1210
hc	8,81889763779527559000	112	1157
hr	8,81929445644348452100	245	2532
lp	8,87611749680715197900	139	1426
bf	8,89355742296918767500	127	1300
ux	8,96032831737346101200	131	1330
vm	9,06174819566960705600	113	1133
fp	9,17225950782997762800	123	1217
mb	9,17653390742734122700	341	3374
ft	9,17896678966789667800	199	1968
td	9,22595777951524628600	118	1160
rs	9,32489451476793248900	221	2148
jy	9,37752627324171382300	116	1120
sg	9,40819423368740515900	124	1193
lh	9,48699929725931131400	135	1287
lt	9,48745910577971646600	174	1659
tb	9,52040085898353614800	133	1263
bw	9,60170697012802275900	135	1270
fs	9,67741935483870967700	138	1287
lw	9,72850678733031674200	129	1196
gb	9,74169741697416974100	132	1222
l'	9,74549968963376784600	157	1453
oj	9,76353928299008390500	128	1182
uh	9,86937590711175616800	136	1241
